name,price,url
"GENIUS KIDS G33 – 7″ – 16GB Storage, 2GB RAM – Android – Wi-fi Kids Tablet, Pre-installed Apps & Games Plus Free Thick Case - Blue",84.0,https://www.jumia.com.ng/genius-kids-g33-7-16gb-storage-2gb-ram-android-wi-fi-kids-tablet-pre-installed-apps-games-plus-free-thick-case-blue-123195392.html
"Nokia Tab T20 -10.4” (4GB RAM, 64GB ROM) Android 11 - 8MP Rear + 5MP Selfie - LTE - Single Sim - 8200mAh - Ocean Blue",429.0,https://www.jumia.com.ng/nokia-tab-t20-10.4-4gb-ram-64gb-rom-android-11-8mp-rear-5mp-selfie-lte-single-sim-8200mah-ocean-blue-87797855.html
"Discover Note 10 Plus - 10.1"", 128GB ROM + 4GB RAM, 5G, Dual SIM, 6000mah, Free Gifts Inside",147.0,https://www.jumia.com.ng/discover-note-10-plus-10.1-128gb-rom-4gb-ram-5g-dual-sim-6000mah-free-gifts-inside-212034830.html
"GENIUS KIDS G33 KIDS G33 – 7″ – 16GB Storage, 2GB RAM – Android – Wi-fi Kids Tablet, Pre-installed Apps & Games Plus Free Case - Pink",82.0,https://www.jumia.com.ng/genius-kids-g33-kids-g33-7-16gb-storage-2gb-ram-android-wi-fi-kids-tablet-pre-installed-apps-games-plus-free-case-pink-127843812.html
"New 10.1"" Tablet 6GB RAM -128GB ROM Eight-core 4G Full Netcom 5GWIFI Smooth Learning Online Class - Black",176.0,https://www.jumia.com.ng/generic-new-10.1-tablet-6gb-ram-128gb-rom-eight-core-4g-full-netcom-5gwifi-smooth-learning-online-class-black-133340915.html
10 .1 Inch Tablet PC RAM 6GB +ROM 64GB WiFi Bluetooth GPS Game - Blue,148.0,https://www.jumia.com.ng/generic-10-.1-inch-tablet-pc-ram-6gb-rom-64gb-wifi-bluetooth-gps-game-blue-204911707.html
Lenovo TianJiao Pad Tablet 11 Inch 6GB+128GB Android 11.0,392.0,https://www.jumia.com.ng/lenovo-tianjiao-pad-tablet-11-inch-6gb128gb-android-11.0-206298300.html
"Maimeite MT3 Ultra Slim Tablet -10.1” (4GB RAM, 64GB ROM) 5MP Camera Dual SIM Card 4GLTE - 6000mAh-WHITE",167.0,https://www.jumia.com.ng/maimeite-mt3-ultra-slim-tablet-10.1-4gb-ram-64gb-rom-5mp-camera-dual-sim-card-4glte-6000mah-white-199263782.html
"Maimeite MT3 Ultra Slim Tablet -10.1” (4GB RAM, 64GB ROM) 5MP Camera Dual SIM Card 4GLTE - 6000mAh-Green",167.0,https://www.jumia.com.ng/maimeite-mt3-ultra-slim-tablet-10.1-4gb-ram-64gb-rom-5mp-camera-dual-sim-card-4glte-6000mah-green-199371937.html
uLesson Edu Tablet + 1-year ULesson Subscription And FREE School Bag,321.0,https://www.jumia.com.ng/ulesson-edu-tablet-1-year-ulesson-subscription-and-free-school-bag-134310715.html
Blackview Tab 13 Tablet PC 10.1 Inch 6GB+128GB Android 12 Support Dual SIM / WiFi / Bluetooth,327.0,https://www.jumia.com.ng/blackview-tab-13-tablet-pc-10.1-inch-6gb128gb-android-12-support-dual-sim-wifi-bluetooth-201470602.html
Atouch Educational Children Kids Learning Tablet,77.0,https://www.jumia.com.ng/atouch-educational-children-kids-learning-tablet-207268936.html
"Samsung Galaxy Tab A8, 10.5 Inch - 3GB RAM, 32GB ROM 4G LTE, WiFi, Nano SIM",518.0,https://www.jumia.com.ng/samsung-galaxy-tab-a8-10.5-inch-3gb-ram-32gb-rom-4g-lte-wifi-nano-sim-130728279.html
"Lenovo Tab M10 (HD) 4GB RAM 64GB ROM 10.1"" Wi-Fi 4G Android 11+ Free Pouch",352.0,https://www.jumia.com.ng/lenovo-tab-m10-hd-4gb-ram-64gb-rom-10.1-wi-fi-4g-android-11-free-pouch-108247273.html
"10.1"" Tablet 8GB RAM-128GB ROM 4G Full Netcom 5GWifi - Blue",245.0,https://www.jumia.com.ng/generic-10.1-tablet-8gb-ram-128gb-rom-4g-full-netcom-5gwifi-blue-140482011.html
"S30 Tablet -8” (4GB RAM, 64GB ROM) 5MP Front +8MP Back Camera Dual SIM Card 3G/4G5GLTE - 6000mAh -  Black",101.0,https://www.jumia.com.ng/generic-s30-tablet-8-4gb-ram-64gb-rom-5mp-front-8mp-back-camera-dual-sim-card-3g4g5glte-6000mah-black-206664572.html
"C Idea 7 Inch Tablet,3GB+32GB Storage Androi Tab,5G LTE Tablet PC With SIM Slot For Gift,CM520(Red)",66.0,https://www.jumia.com.ng/c-idea-7-inch-tablet3gb32gb-storage-androi-tab5g-lte-tablet-pc-with-sim-slot-for-giftcm520red-211057067.html
"Samsung Galaxy Tab S7 FE 5G, 12.4-Inch 6GB RAM 128GB ROM Android 11 Nano SIM - Mystic Black/Silver",1087.0,https://www.jumia.com.ng/samsung-galaxy-tab-s7-fe-5g-12.4-inch-6gb-ram-128gb-rom-android-11-nano-sim-mystic-blacksilver-122917278.html
Lenovo Xiaoxin Pad Plus 2023 WiFi Tablet 11.5 Inch 6GB+128GB Android 12.0,614.0,https://www.jumia.com.ng/lenovo-xiaoxin-pad-plus-2023-wifi-tablet-11.5-inch-6gb128gb-android-12.0-206293081.html
"New 10.1"" Tablet 8GB RAM -128GB ROM 4G Full Netcom 5GWIFI Smooth - Pink",245.0,https://www.jumia.com.ng/generic-new-10.1-tablet-8gb-ram-128gb-rom-4g-full-netcom-5gwifi-smooth-pink-126435044.html
"Atouch Kids Learning Tablet 7Inch Android 8.1, 16G, Wi-Fi, Educational Tablet For Kids ( Pre-installed App,Games,)",78.0,https://www.jumia.com.ng/atouch-kids-learning-tablet-7inch-android-8.1-16g-wi-fi-educational-tablet-for-kids-pre-installed-appgames-200669955.html
"New 10.1"" Tablet 8GB RAM -128GB ROM 4G Full Netcom 5GWIFI Smooth - Blue",245.0,https://www.jumia.com.ng/generic-new-10.1-tablet-8gb-ram-128gb-rom-4g-full-netcom-5gwifi-smooth-blue-126435097.html
Boca 10.1 Inch Tablet Android 6 -Dual SIM Card +Leather Case,968.0,https://www.jumia.com.ng/10.1-inch-tablet-android-6-dual-sim-card-leather-case-boca-mpg312181.html
"Atouch Kids Learning Tablet 7Inch Android 8.1, 16G, Wi-Fi, Educational Tablet For Kids ( Pre-installed App,Games,) Blue Pouch",74.0,https://www.jumia.com.ng/kids-learning-tablet-7inch-android-6.1-16g-wi-fi-educational-tablet-for-kids-pre-installed-appgames-blue-pouch-atouch-mpg1625170.html
Atouch K91 Kids Learning Tablet 7inch Screen 2G Ram (Yellow Pouch),73.0,https://www.jumia.com.ng/k91-kids-learning-tablet-7inch-screen-2g-ram-yellow-pouch-atouch-mpg1596065.html
"Maimeite MT2 Ultra Slim Tablet -10.1” (4GB RAM, 64GB ROM) 5MP Camera Dual SIM Card 4GLTE - 6000mAh-WHITE",167.0,https://www.jumia.com.ng/maimeite-mt2-ultra-slim-tablet-10.1-4gb-ram-64gb-rom-5mp-camera-dual-sim-card-4glte-6000mah-white-197383798.html
"Wintouch K11 Kids Tablet-Dual Sim-10.1"" -1GB RAM-16GB ROM Plus Free Pouch Inside And Gifts",139.0,https://www.jumia.com.ng/wintouch-k11-kids-tablet-dual-sim-10.1-1gb-ram-16gb-rom-plus-free-pouch-inside-and-gifts-45351604.html
"10 Inch Kids/Adult Tablet  Andriod, WiFi, Dual Camera With Over 30 Pre-installed Learning Apps For Children+CASE",152.0,https://www.jumia.com.ng/generic-10-inch-kidsadult-tablet-andriod-wifi-dual-camera-with-over-30-pre-installed-learning-apps-for-childrencase-203895973.html
BEBE TAB UNBREAKABLE SCREEN KIDS TABLET 32GB ROM 3GB RAM With SIM,141.0,https://www.jumia.com.ng/bebe-tab-unbreakable-screen-kids-tablet-32gb-rom-3gb-ram-with-sim-202785573.html
"Blackview Tab 15, 10.5 Inch, 8GB+128GB Android 12 Unisoc T610 Octa Core Tablet",384.0,https://www.jumia.com.ng/blackview-tab-15-10.5-inch-8gb128gb-android-12-unisoc-t610-octa-core-tablet-214595759.html
"Samsung Galaxy Tab S8 5G: 11.0"", 8GB/128GB, 13/6MP+12MP/4K, Type-C W Magnetic Connector, Gorilla Glass 5, Stylus, 8000mAh",1837.0,https://www.jumia.com.ng/samsung-galaxy-tab-s8-5g-11.0-8gb128gb-136mp12mp4k-type-c-w-magnetic-connector-gorilla-glass-5-stylus-8000mah-171026306.html
"10.1"" Tablet 8GB RAM-128GB ROM 4G Full Netcom 5GWIFI-Silver",245.0,https://www.jumia.com.ng/generic-10.1-tablet-8gb-ram-128gb-rom-4g-full-netcom-5gwifi-silver-137534839.html
"Samsung Galaxy Tab S8 Ultra 5G With Keyboard: 14.6"", 12/256GB, 13/6MP+12/12MP/4K, Type-C, Gorilla Glass 5, Stylus, 11200mAh",3322.0,https://www.jumia.com.ng/samsung-galaxy-tab-s8-ultra-5g-with-keyboard-14.6-12256gb-136mp1212mp4k-type-c-gorilla-glass-5-stylus-11200mah-171018287.html
"Samsung Galaxy Tab A8, 10.5-Inch 3GB RAM, 32GB ROM Android 11 8MP + 5MP Nano SIM - Silver",407.0,https://www.jumia.com.ng/samsung-galaxy-tab-a8-10.5-inch-3gb-ram-32gb-rom-android-11-8mp-5mp-nano-sim-silver-216669452.html
10 Inch Tablet Computer 8GB RAM -128GB ROM Eight Core 4G Phone Learning Education Tablet- Pink,200.0,https://www.jumia.com.ng/generic-10-inch-tablet-computer-8gb-ram-128gb-rom-eight-core-4g-phone-learning-education-tablet-pink-134046559.html
"Wintouch Kids Tablet PC K93, 9 Inch, 16GB, WiFi, Accessories + Pouch- PINK",110.0,https://www.jumia.com.ng/wintouch-kids-tablet-pc-k93-9-inch-16gb-wifi-accessories-pouch-pink-42821263.html
"Wintouch Kids Tablet 9 Inch 16GB Rom 1Gb Ram, WiFi + Pouch-",97.0,https://www.jumia.com.ng/wintouch-kids-tablet-9-inch-16gb-rom-1gb-ram-wifi-pouch-99077177.html
10''HD Tablet PC 1+16GB Android Dual Camera Sim Card Pad,165.0,https://www.jumia.com.ng/generic-10hd-tablet-pc-116gb-android-dual-camera-sim-card-pad-180312526.html
"10.1"" Tablet 8GB RAM -128GB ROM 4G Full Netcom 5GWIFI -Blue",245.0,https://www.jumia.com.ng/generic-10.1-tablet-8gb-ram-128gb-rom-4g-full-netcom-5gwifi-blue-137517578.html
"Atouch Kids Learning Tablet Atouch K96 3GB 32GB Android Kids Learning Eduacational Tablet,  Zoom Enable. Light Brown Pouch",81.0,https://www.jumia.com.ng/kids-learning-tablet-atouch-k96-3gb-32gb-android-kids-learning-eduacational-tablet-zoom-enable.-light-brown-pouch-atouch-mpg1633734.html
"Oriyomi ​MatrixPad Ultra Slim Android 10 Tablet 10.1"" HD IPS Screen 4GLTE Dual SIM 4GB + 64GB Octa-Core - 5G WiFi - GPS - Black",143.0,https://www.jumia.com.ng/oriyomi-matrixpad-ultra-slim-android-10-tablet-10.1-hd-ips-screen-4glte-dual-sim-4gb-64gb-octa-core-5g-wifi-gps-black-209413364.html
"Atouch Kids Learning Tablet Atouch K96 3GB, 32GB Android Kids Learning Eduacational Tablet,  Zoom Enable, Light Brown Pouch",81.0,https://www.jumia.com.ng/atouch-kids-learning-tablet-atouch-k96-3gb-32gb-android-kids-learning-eduacational-tablet-zoom-enable-light-brown-pouch-133096835.html
"Samsung Galaxy Tab S7 FE 4G- 12.4-inch (4GB RAM, 64GB ROM) Android 11 - 8MP + 5MP Selfie  - 10090mAh Battery - Mystic Silver",924.0,https://www.jumia.com.ng/samsung-galaxy-tab-s7-fe-4g-12.4-inch-4gb-ram-64gb-rom-android-11-8mp-5mp-selfie-10090mah-battery-mystic-silver-128361901.html
"Modio M21 Android Tablet PC - 10.1"" - 4GB RAM - 128GB ROM - 4G LTE - Dual SIM - Black",165.0,https://www.jumia.com.ng/modio-m21-android-tablet-pc-10.1-4gb-ram-128gb-rom-4g-lte-dual-sim-black-212034809.html
"Atouch Educational Tablet For Children 7 INCH, ANDROID 8.1 WI-FI, QUAD CORE, DUAL CAMERA (Red Pouch )",80.0,https://www.jumia.com.ng/atouch-educational-tablet-for-children-7-inch-android-8.1-wi-fi-quad-core-dual-camera-red-pouch-211729851.html
"Maxim ​MatrixPad Ultra Slim 4GB + 64GB Android 10.0 Tablet 10.1"" - 5G WiFi",198.0,https://www.jumia.com.ng/maxim-matrixpad-ultra-slim-4gb-64gb-android-10.0-tablet-10.1-5g-wifi-178363580.html
"Atouch Kids Learning Tablet 7Inch Android 8.1, 16G, Wi-Fi, Educational Tablet For Kids ( Pre-installed App,Games,) Pink Pouch",80.0,https://www.jumia.com.ng/kids-learning-tablet-7inch-android-8.1-16g-wi-fi-educational-tablet-for-kids-pre-installed-appgames-pink-pouch-atouch-mpg1633935.html
"Nokia T10 -8-Inch 3GB RAM, 32GB ROM Android 12 Nano SIM - 8MP + 5MP - Ocean Blue",253.0,https://www.jumia.com.ng/nokia-t10-8-inch-3gb-ram-32gb-rom-android-12-nano-sim-8mp-5mp-ocean-blue-216666043.html
"Huawei Mediapad T3 ( KOB-L09 ) 8.0"" Android 7.0 2GB/16GB Android Tablet",103.0,https://www.jumia.com.ng/huawei-mediapad-t3-kob-l09-8.0-android-7.0-2gb16gb-android-tablet-85479642.html
10.1inch Detachable 2GB+32GB Android Laptop Pc Touch Screen,176.0,https://www.jumia.com.ng/generic-10.1inch-detachable-2gb32gb-android-laptop-pc-touch-screen-79950499.html
"Atouch A105  10.1 128GB Rom 4GB Ram,4G  Dual Sim - Black - Keyboard",153.0,https://www.jumia.com.ng/atouch-a105-10.1-128gb-rom-4gb-ram4g-dual-sim-black-keyboard-204704719.html
"Genius G33 - 7"" - 16GB ROM, 2GB RAM - Android - Wi-fi Kids' Tablet Zoom Enabled - Red",85.0,https://www.jumia.com.ng/genius-g33-7-16gb-rom-2gb-ram-android-wi-fi-kids-tablet-zoom-enabled-red-83233697.html
"Atouch Android 6.1 Educational Tablet (Pre -Installed Apps,games,cartoons And Rhymes)  For Kids + Glass Screen Protector",89.0,https://www.jumia.com.ng/atouch-android-6.1-educational-tablet-pre-installed-appsgamescartoons-and-rhymes-for-kids-glass-screen-protector-45610768.html
"Bebe Tab B2050 Kids Tablet - 10"" Display, 64GB ROM + 4GB RAM, Dual SIM,",154.0,https://www.jumia.com.ng/bebe-tab-b2050-kids-tablet-10-display-64gb-rom-4gb-ram-dual-sim-204374733.html
"Atouch A105  10.1 128GB Rom 4GB Ram,4G  Dual Sim -  - Keyboard",154.0,https://www.jumia.com.ng/atouch-a105-10.1-128gb-rom-4gb-ram4g-dual-sim-keyboard-211450970.html
10 Inch Tablet Computer 8GB RAM -128GB ROM Eight Core 4G Phone Learning Education Tablet- White,200.0,https://www.jumia.com.ng/generic-10-inch-tablet-computer-8gb-ram-128gb-rom-eight-core-4g-phone-learning-education-tablet-white-134046527.html
"Discover Note 11 Plus - 10.1"", 128GB ROM + 4GB RAM, 5G, Dual SIM, 6000mah, Free Gifts Inside",154.0,https://www.jumia.com.ng/discover-note-11-plus-10.1-128gb-rom-4gb-ram-5g-dual-sim-6000mah-free-gifts-inside-212034829.html
"Valem Phantom Z+  Android 10 Tablet 10.1"" HD IPS Screen 4GLTE Dual SIM 6GB +128GB Octa-Core - 5G WiFi - GPS - Black",216.0,https://www.jumia.com.ng/valem-phantom-z-android-10-tablet-10.1-hd-ips-screen-4glte-dual-sim-6gb-128gb-octa-core-5g-wifi-gps-black-205289024.html
"Samsung Galaxy Tab A7 Lite, 8.7-Inch 3GB RAM, 32GB ROM Android 11 8MP + 2MP Nano SIM  - Silver",275.0,https://www.jumia.com.ng/samsung-galaxy-tab-a7-lite-8.7-inch-3gb-ram-32gb-rom-android-11-8mp-2mp-nano-sim-silver-90971951.html
"Kids Learning Tablet 7Inch Android 8.1, 16G, Wi-Fi, Educational Tablet For Kids ( Pre-installed App,Games,) Green Pouch",154.0,https://www.jumia.com.ng/generic-kids-learning-tablet-7inch-android-8.1-16g-wi-fi-educational-tablet-for-kids-pre-installed-appgames-green-pouch-152364308.html
"Bebe Tab B2050 Kids Tablet - 10"" Display, 64GB ROM + 4GB RAM, Dual SIM, Zoom Cerified, Free Gifts Inside",154.0,https://www.jumia.com.ng/bebe-tab-b2050-kids-tablet-10-display-64gb-rom-4gb-ram-dual-sim-zoom-cerified-free-gifts-inside-204179304.html
"V60 Tablet -10.1” (8GB RAM, 256GB ROM) 8MP Front +13MP Back Camera Dual SIM Card 5GLTE - 8000mAh -  Blue",176.0,https://www.jumia.com.ng/generic-v60-tablet-10.1-8gb-ram-256gb-rom-8mp-front-13mp-back-camera-dual-sim-card-5glte-8000mah-blue-206298043.html
"New 10.1"" Tablet 8GB RAM -128GB ROM 4G Full Netcom 5GWIFI Smooth - Gold",245.0,https://www.jumia.com.ng/generic-new-10.1-tablet-8gb-ram-128gb-rom-4g-full-netcom-5gwifi-smooth-gold-126435072.html
"Maxim ​MatrixPad Ultra Slim 10.1"" 4GB 64GB 64bit 4GLTE HD IPS Dual SIM GPS Android 10 Tablet PC",154.0,https://www.jumia.com.ng/maxim-matrixpad-ultra-slim-10.1-4gb-64gb-64bit-4glte-hd-ips-dual-sim-gps-android-10-tablet-pc-76589467.html
"Samsung Galaxy Tab A8, 10.5-Inch 4GB RAM, 64GB ROM Android 11 8MP + 5MP Nano SIM - Silver",462.0,https://www.jumia.com.ng/samsung-galaxy-tab-a8-10.5-inch-4gb-ram-64gb-rom-android-11-8mp-5mp-nano-sim-silver-216669534.html
"Atouch Kids Learning Tablets K96 3GB+ 32GB Android Kids Learning Educational Tablet, Zoom Enable. Blue Pouch",81.0,https://www.jumia.com.ng/atouch-kids-learning-tablets-k96-3gb-32gb-android-kids-learning-educational-tablet-zoom-enable.-blue-pouch-133097091.html
"Atouch Kids Learning Tablets Atouch K96 3GB + 32GB Android Kids Learning Educational Tablet, Zoom Enable. Blue Pouch",84.0,https://www.jumia.com.ng/kids-learning-tablets-atouch-k96-3gb-32gb-android-kids-learning-educational-tablet-zoom-enable.-blue-pouch-atouch-mpg1629945.html
"Doogee T10 Tablet PC, 10.1 Inch, 8GB+128GB, Android 12 , Support Dual SIM & WiFi & BT, Network: 4G, Global Version",427.0,https://www.jumia.com.ng/doogee-t10-tablet-pc-10.1-inch-8gb128gb-android-12-support-dual-sim-wifi-bt-network-4g-global-version-214667477.html
10 Inch Tablet Computer 8GB RAM -128GB ROM Eight Core 4G Phone Learning Education Tablet- Gold,200.0,https://www.jumia.com.ng/generic-10-inch-tablet-computer-8gb-ram-128gb-rom-eight-core-4g-phone-learning-education-tablet-gold-134046452.html
"Atouch Educational Tablet For Kids(Pre Installed Apps, Rhymes, Cartoon And Games)",89.0,https://www.jumia.com.ng/atouch-educational-tablet-for-kidspre-installed-apps-rhymes-cartoon-and-games-45481303.html
"Samsung Galaxy Tab A7 Lite 8.0"" (2021, WiFi Only, No Sim) Android 11 (32GB+3GB RAM) 5100mAh Battery + Pouch",341.0,https://www.jumia.com.ng/samsung-galaxy-tab-a7-lite-8.0-2021-wifi-only-no-sim-android-11-32gb3gb-ram-5100mah-battery-pouch-90504615.html
"Android Tablet Pro14 12"", 16GB+1TB,Camera 13MP+16MP, Dual Sim Cards+Micro SD Cards",178.0,https://www.jumia.com.ng/generic-android-tablet-pro14-12-16gb1tbcamera-13mp16mp-dual-sim-cardsmicro-sd-cards-213745535.html
"Bebe Tab B2040 Kids Tablet - 10"" Display, 64GB ROM + 4GB RAM, Dual SIM, Zoom Cerified, Free Gifts Inside",141.0,https://www.jumia.com.ng/bebe-tab-b2040-kids-tablet-10-display-64gb-rom-4gb-ram-dual-sim-zoom-cerified-free-gifts-inside-208633437.html
"Discover NOTE  7 PLUS TAB 10 -INCH ( 64GB ROM, 4GB RAM) - Gold + Free Case & Powerbank",187.0,https://www.jumia.com.ng/discover-note-7-plus-tab-10-inch-64gb-rom-4gb-ram-gold-free-case-powerbank-129447528.html
BEBE TAB 8 INCHES Unbreakable Educational Tablet 32GB Storage 3GB RAM – TAB B88 Dual SIM HD Tablet For Kids –,123.0,https://www.jumia.com.ng/bebe-tab-8-inches-unbreakable-educational-tablet-32gb-storage-3gb-ram-tab-b88-dual-sim-hd-tablet-for-kids-212039476.html
"Atouch A105  10.0128GB Rom 4GB Ram,4G  Dual Sim - - Keyboard",143.0,https://www.jumia.com.ng/atouch-a105-10.0128gb-rom-4gb-ram4g-dual-sim-keyboard-201937299.html
"Discover Note 12 Plus - 10.1"", 128GB ROM + 4GB RAM, Dual SIM, 6000mah, Free Gifts Inside",144.0,https://www.jumia.com.ng/discover-note-12-plus-10.1-128gb-rom-4gb-ram-dual-sim-6000mah-free-gifts-inside-212034836.html
"Samsung Galaxy Tab S6 Lite, 10.4” (4GB RAM, 64GB ROM) 8MP + 5MP 4G Nano SIM  - Angora Blue",572.0,https://www.jumia.com.ng/samsung-galaxy-tab-s6-lite-10.4-4gb-ram-64gb-rom-8mp-5mp-4g-nano-sim-angora-blue-64282144.html
Bluetooth Earphone Mini Wireless Earpiece Auriculare Cordless Headphone Blutooth Stereo Handsfree Ear Headset For IPhone Earpods,26.0,https://www.jumia.com.ng/generic-bluetooth-earphone-mini-wireless-earpiece-auriculare-cordless-headphone-blutooth-stereo-handsfree-ear-headset-for-iphone-earpods-209222108.html
"Blackview Tab 6 DK034, 8 Inch, 3GB+32GB, Android 11 Tablet - Grey",196.0,https://www.jumia.com.ng/blackview-tab-6-dk034-8-inch-3gb32gb-android-11-tablet-grey-215618990.html
"Wintouch 9 Inch Kids Educational Tablet PC K93, 16GB Storage,Pre Installed App & Free Pouch-Green.",99.0,https://www.jumia.com.ng/wintouch-9-inch-kids-educational-tablet-pc-k93-16gb-storagepre-installed-app-free-pouch-green.-63815792.html
